,county_en,province_en,Livestock_int_hist,Livestock_vac_hist,Pop_setting,count,county_count,Population,inf_rate,ses,inf_rate_100k
1192,Doureh,Lorestan,1,-1,0,1,502,41756,2.39E-05,1,2.39E+00
1193,Doureh,Lorestan,1,-1,-1,185,502,41756,0.004430501,1,4.43E+02
1194,Doureh,Lorestan,1,-1,1,17,502,41756,0.000407127,1,4.07E+01
1195,Doureh,Lorestan,1,0,0,1,502,41756,2.39E-05,1,2.39E+00
1196,Doureh,Lorestan,1,0,-1,91,502,41756,0.002179328,1,2.18E+02
1197,Doureh,Lorestan,1,0,1,11,502,41756,0.000263435,1,2.63E+01
1198,Doureh,Lorestan,1,1,0,1,502,41756,2.39E-05,1,2.39E+00
1199,Doureh,Lorestan,1,1,-1,146,502,41756,0.003496503,1,3.50E+02
1200,Doureh,Lorestan,1,1,1,7,502,41756,0.000167641,1,1.68E+01
1201,Eejrud,Zanjan,-1,-1,-1,4,94,36641,0.000109167,2,1.09E+01
1202,Eejrud,Zanjan,-1,-1,1,1,94,36641,2.73E-05,2,2.73E+00
1203,Eejrud,Zanjan,-1,0,-1,1,94,36641,2.73E-05,2,2.73E+00
1204,Eejrud,Zanjan,-1,0,1,1,94,36641,2.73E-05,2,2.73E+00
1205,Eejrud,Zanjan,-1,1,-1,3,94,36641,8.19E-05,2,8.19E+00
1206,Eejrud,Zanjan,1,-1,-1,10,94,36641,0.000272918,2,2.73E+01
1207,Eejrud,Zanjan,1,0,-1,7,94,36641,0.000191043,2,1.91E+01
1208,Eejrud,Zanjan,1,1,-1,61,94,36641,0.001664802,2,1.66E+02
1209,Eejrud,Zanjan,1,1,1,6,94,36641,0.000163751,2,1.64E+01
1210,Eqlid,Fars,-1,-1,-1,5,317,93763,5.33E-05,4,5.33E+00
1211,Eqlid,Fars,-1,-1,1,12,317,93763,0.000127982,4,1.28E+01
1212,Eqlid,Fars,-1,0,-1,16,317,93763,0.000170643,4,1.71E+01
1213,Eqlid,Fars,-1,0,1,47,317,93763,0.000501264,4,5.01E+01
1214,Eqlid,Fars,-1,1,0,1,317,93763,1.07E-05,4,1.07E+00
1215,Eqlid,Fars,-1,1,-1,1,317,93763,1.07E-05,4,1.07E+00
1216,Eqlid,Fars,-1,1,1,2,317,93763,2.13E-05,4,2.13E+00
1217,Eqlid,Fars,0,0,0,1,317,93763,1.07E-05,4,1.07E+00
1218,Eqlid,Fars,0,0,-1,1,317,93763,1.07E-05,4,1.07E+00
1219,Eqlid,Fars,0,0,1,1,317,93763,1.07E-05,4,1.07E+00
1220,Eqlid,Fars,0,1,-1,2,317,93763,2.13E-05,4,2.13E+00
1221,Eqlid,Fars,0,0,1,1,317,93763,1.07E-05,4,1.07E+00
1222,Eqlid,Fars,1,-1,0,20,317,93763,0.000213304,4,2.13E+01
1223,Eqlid,Fars,1,-1,-1,38,317,93763,0.000405277,4,4.05E+01
1224,Eqlid,Fars,1,-1,1,11,317,93763,0.000117317,4,1.17E+01
1225,Eqlid,Fars,1,0,0,2,317,93763,2.13E-05,4,2.13E+00
1226,Eqlid,Fars,1,0,-1,7,317,93763,7.47E-05,4,7.47E+00
1227,Eqlid,Fars,1,0,1,5,317,93763,5.33E-05,4,5.33E+00
1228,Eqlid,Fars,1,1,0,43,317,93763,0.000458603,4,4.59E+01
1229,Eqlid,Fars,1,1,-1,73,317,93763,0.000778559,4,7.79E+01
1230,Eqlid,Fars,1,1,1,28,317,93763,0.000298625,4,2.99E+01
1231,Esfarayen,North Khorasan,-1,0,1,3,151,120513,2.49E-05,1,2.49E+00
1232,Esfarayen,North Khorasan,-1,1,-1,2,151,120513,1.66E-05,1,1.66E+00
1233,Esfarayen,North Khorasan,0,0,-1,2,151,120513,1.66E-05,1,1.66E+00
1234,Esfarayen,North Khorasan,0,1,-1,1,151,120513,8.30E-06,1,8.30E-01
1235,Esfarayen,North Khorasan,1,-1,-1,7,151,120513,5.81E-05,1,5.81E+00
1236,Esfarayen,North Khorasan,1,0,-1,17,151,120513,0.000141064,1,1.41E+01
1237,Esfarayen,North Khorasan,1,0,1,3,151,120513,2.49E-05,1,2.49E+00
1238,Esfarayen,North Khorasan,1,1,0,1,151,120513,8.30E-06,1,8.30E-01
1239,Esfarayen,North Khorasan,1,1,0,6,151,120513,4.98E-05,1,4.98E+00
1240,Esfarayen,North Khorasan,1,1,-1,108,151,120513,0.000896169,1,8.96E+01
1241,Esfarayen,North Khorasan,1,1,1,1,151,120513,8.30E-06,1,8.30E-01
1242,Eshtehard,Alborz,0,0,1,1,5,37876,2.64E-05,3,2.64E+00
1243,Eshtehard,Alborz,1,0,-1,3,5,37876,7.92E-05,3,7.92E+00
1244,Eshtehard,Alborz,1,0,1,1,5,37876,2.64E-05,3,2.64E+00
1245,Estahban,Fars,-1,-1,-1,5,105,68850,7.26E-05,4,7.26E+00
1246,Estahban,Fars,-1,-1,1,10,105,68850,0.000145243,4,1.45E+01
1247,Estahban,Fars,-1,0,-1,3,105,68850,4.36E-05,4,4.36E+00
1248,Estahban,Fars,-1,0,1,6,105,68850,8.71E-05,4,8.71E+00
1249,Estahban,Fars,1,-1,0,1,105,68850,1.45E-05,4,1.45E+00
1250,Estahban,Fars,1,-1,-1,30,105,68850,0.00043573,4,4.36E+01
1251,Estahban,Fars,1,-1,1,29,105,68850,0.000421206,4,4.21E+01
1252,Estahban,Fars,1,0,-1,3,105,68850,4.36E-05,4,4.36E+00
1253,Estahban,Fars,1,0,1,1,105,68850,1.45E-05,4,1.45E+00
1254,Estahban,Fars,1,1,0,1,105,68850,1.45E-05,4,1.45E+00
1255,Estahban,Fars,1,1,-1,8,105,68850,0.000116195,4,1.16E+01
1256,Estahban,Fars,1,1,1,8,105,68850,0.000116195,4,1.16E+01
1257,Eyvan,Ilam,-1,-1,1,2,44,49491,4.04E-05,1,4.04E+00
1258,Eyvan,Ilam,-1,0,-1,1,44,49491,2.02E-05,1,2.02E+00
1259,Eyvan,Ilam,-1,0,1,3,44,49491,6.06E-05,1,6.06E+00
1260,Eyvan,Ilam,1,-1,0,1,44,49491,2.02E-05,1,2.02E+00
1261,Eyvan,Ilam,1,-1,-1,4,44,49491,8.08E-05,1,8.08E+00
1262,Eyvan,Ilam,1,0,-1,5,44,49491,0.000101028,1,1.01E+01
1263,Eyvan,Ilam,1,0,1,4,44,49491,8.08E-05,1,8.08E+00
1264,Eyvan,Ilam,1,1,0,3,44,49491,6.06E-05,1,6.06E+00
1265,Eyvan,Ilam,1,1,-1,17,44,49491,0.000343497,1,3.43E+01
1266,Eyvan,Ilam,1,1,1,4,44,49491,8.08E-05,1,8.08E+00
1267,Fahraj,Kerman,-1,0,-1,2,4,67096,2.98E-05,1,2.98E+00
1268,Fahraj,Kerman,0,0,1,1,4,67096,1.49E-05,1,1.49E+00
1269,Fahraj,Kerman,1,1,-1,1,4,67096,1.49E-05,1,1.49E+00
1270,Falavarjan,Isfahan,-1,-1,-1,2,108,249814,8.01E-06,5,8.01E-01
1271,Falavarjan,Isfahan,-1,-1,1,3,108,249814,1.20E-05,5,1.20E+00
1272,Falavarjan,Isfahan,-1,0,-1,10,108,249814,4.00E-05,5,4.00E+00
1273,Falavarjan,Isfahan,-1,0,1,12,108,249814,4.80E-05,5,4.80E+00
1274,Falavarjan,Isfahan,-1,1,1,3,108,249814,1.20E-05,5,1.20E+00
1275,Falavarjan,Isfahan,0,-1,1,1,108,249814,4.00E-06,5,4.00E-01
1276,Falavarjan,Isfahan,0,0,1,2,108,249814,8.01E-06,5,8.01E-01
1277,Falavarjan,Isfahan,0,0,-1,1,108,249814,4.00E-06,5,4.00E-01
1278,Falavarjan,Isfahan,0,0,1,1,108,249814,4.00E-06,5,4.00E-01
1279,Falavarjan,Isfahan,1,-1,1,5,108,249814,2.00E-05,5,2.00E+00
1280,Falavarjan,Isfahan,1,0,-1,19,108,249814,7.61E-05,5,7.61E+00
1281,Falavarjan,Isfahan,1,0,1,19,108,249814,7.61E-05,5,7.61E+00
1282,Falavarjan,Isfahan,1,1,-1,15,108,249814,6.00E-05,5,6.00E+00
1283,Falavarjan,Isfahan,1,1,1,15,108,249814,6.00E-05,5,6.00E+00
1284,Famenin,Hamadan,-1,-1,-1,5,117,39359,0.000127036,1,1.27E+01
1285,Famenin,Hamadan,-1,-1,1,2,117,39359,5.08E-05,1,5.08E+00
1286,Famenin,Hamadan,-1,0,-1,6,117,39359,0.000152443,1,1.52E+01
1287,Famenin,Hamadan,-1,0,1,2,117,39359,5.08E-05,1,5.08E+00
1288,Famenin,Hamadan,-1,1,-1,2,117,39359,5.08E-05,1,5.08E+00
1289,Famenin,Hamadan,-1,1,1,2,117,39359,5.08E-05,1,5.08E+00
1290,Famenin,Hamadan,0,0,-1,1,117,39359,2.54E-05,1,2.54E+00
1291,Famenin,Hamadan,1,-1,-1,9,117,39359,0.000228664,1,2.29E+01
1292,Famenin,Hamadan,1,-1,1,4,117,39359,0.000101629,1,1.02E+01
1293,Famenin,Hamadan,1,1,-1,71,117,39359,0.001803908,1,1.80E+02
1294,Famenin,Hamadan,1,1,1,13,117,39359,0.000330293,1,3.30E+01
1295,Fanouj,Sistan and Baluchestan,-1,-1,-1,2,20,49161,4.07E-05,1,4.07E+00
1296,Fanouj,Sistan and Baluchestan,-1,-1,1,1,20,49161,2.03E-05,1,2.03E+00
1297,Fanouj,Sistan and Baluchestan,-1,0,-1,2,20,49161,4.07E-05,1,4.07E+00
1298,Fanouj,Sistan and Baluchestan,-1,0,1,1,20,49161,2.03E-05,1,2.03E+00
1299,Fanouj,Sistan and Baluchestan,1,-1,-1,7,20,49161,0.000142389,1,1.42E+01
1300,Fanouj,Sistan and Baluchestan,1,0,-1,6,20,49161,0.000122048,1,1.22E+01
1301,Fanouj,Sistan and Baluchestan,1,0,1,1,20,49161,2.03E-05,1,2.03E+00
1302,Farahan,Markazi,-1,-1,-1,2,200,28994,6.90E-05,3,6.90E+00
1303,Farahan,Markazi,-1,-1,1,4,200,28994,0.00013796,3,1.38E+01
1304,Farahan,Markazi,-1,0,-1,8,200,28994,0.000275919,3,2.76E+01
1305,Farahan,Markazi,-1,0,1,6,200,28994,0.000206939,3,2.07E+01
1306,Farahan,Markazi,-1,1,-1,2,200,28994,6.90E-05,3,6.90E+00
1307,Farahan,Markazi,0,0,-1,1,200,28994,3.45E-05,3,3.45E+00
1308,Farahan,Markazi,1,-1,-1,27,200,28994,0.000931227,3,9.31E+01
1309,Farahan,Markazi,1,-1,1,3,200,28994,0.00010347,3,1.03E+01
1310,Farahan,Markazi,1,0,0,1,200,28994,3.45E-05,3,3.45E+00
1311,Farahan,Markazi,1,0,-1,18,200,28994,0.000620818,3,6.21E+01
1312,Farahan,Markazi,1,0,1,6,200,28994,0.000206939,3,2.07E+01
1313,Farahan,Markazi,1,1,-1,101,200,28994,0.003483479,3,3.48E+02
1314,Farahan,Markazi,1,1,1,21,200,28994,0.000724288,3,7.24E+01
1315,Farashband,Fars,-1,-1,-1,7,151,45459,0.000153985,4,1.54E+01
1316,Farashband,Fars,-1,-1,1,12,151,45459,0.000263974,4,2.64E+01
1317,Farashband,Fars,-1,0,0,1,151,45459,2.20E-05,4,2.20E+00
1318,Farashband,Fars,-1,0,-1,6,151,45459,0.000131987,4,1.32E+01
1319,Farashband,Fars,-1,0,1,15,151,45459,0.000329968,4,3.30E+01
1320,Farashband,Fars,0,-1,0,1,151,45459,2.20E-05,4,2.20E+00
1321,Farashband,Fars,0,-1,1,1,151,45459,2.20E-05,4,2.20E+00
1322,Farashband,Fars,0,0,0,1,151,45459,2.20E-05,4,2.20E+00
1323,Farashband,Fars,0,0,-1,3,151,45459,6.60E-05,4,6.60E+00
1324,Farashband,Fars,0,0,1,2,151,45459,4.40E-05,4,4.40E+00
1325,Farashband,Fars,0,0,-1,1,151,45459,2.20E-05,4,2.20E+00
1326,Farashband,Fars,1,-1,0,1,151,45459,2.20E-05,4,2.20E+00
1327,Farashband,Fars,1,-1,0,9,151,45459,0.000197981,4,1.98E+01
1328,Farashband,Fars,1,-1,-1,18,151,45459,0.000395961,4,3.96E+01
1329,Farashband,Fars,1,-1,1,5,151,45459,0.000109989,4,1.10E+01
1330,Farashband,Fars,1,0,0,1,151,45459,2.20E-05,4,2.20E+00
1331,Farashband,Fars,1,0,0,16,151,45459,0.000351966,4,3.52E+01
1332,Farashband,Fars,1,0,-1,8,151,45459,0.000175983,4,1.76E+01
1333,Farashband,Fars,1,1,0,1,151,45459,2.20E-05,4,2.20E+00
1334,Farashband,Fars,1,1,0,12,151,45459,0.000263974,4,2.64E+01
1335,Farashband,Fars,1,1,-1,23,151,45459,0.00050595,4,5.06E+01
1336,Farashband,Fars,1,1,1,7,151,45459,0.000153985,4,1.54E+01
1337,Fardis,Alborz,-1,-1,1,1,85,271829,3.68E-06,3,3.68E-01
1338,Fardis,Alborz,-1,0,-1,1,85,271829,3.68E-06,3,3.68E-01
1339,Fardis,Alborz,-1,0,1,50,85,271829,0.000183939,3,1.84E+01
1340,Fardis,Alborz,-1,1,1,1,85,271829,3.68E-06,3,3.68E-01
1341,Fardis,Alborz,0,-1,1,1,85,271829,3.68E-06,3,3.68E-01
1342,Fardis,Alborz,0,0,1,4,85,271829,1.47E-05,3,1.47E+00
1343,Fardis,Alborz,0,1,1,1,85,271829,3.68E-06,3,3.68E-01
1344,Fardis,Alborz,1,-1,1,1,85,271829,3.68E-06,3,3.68E-01
1345,Fardis,Alborz,1,0,1,22,85,271829,8.09E-05,3,8.09E+00
1346,Fardis,Alborz,1,1,1,3,85,271829,1.10E-05,3,1.10E+00
1347,Faridan,Isfahan,-1,-1,-1,5,271,49890,0.00010022,5,1.00E+01
1348,Faridan,Isfahan,-1,-1,1,8,271,49890,0.000160353,5,1.60E+01
1349,Faridan,Isfahan,-1,0,-1,7,271,49890,0.000140309,5,1.40E+01
1350,Faridan,Isfahan,-1,0,1,5,271,49890,0.00010022,5,1.00E+01
1351,Faridan,Isfahan,-1,1,-1,2,271,49890,4.01E-05,5,4.01E+00
1352,Faridan,Isfahan,-1,1,1,2,271,49890,4.01E-05,5,4.01E+00
1353,Faridan,Isfahan,0,-1,1,1,271,49890,2.00E-05,5,2.00E+00
1354,Faridan,Isfahan,0,0,-1,1,271,49890,2.00E-05,5,2.00E+00
1355,Faridan,Isfahan,0,0,1,2,271,49890,4.01E-05,5,4.01E+00
1356,Faridan,Isfahan,1,-1,0,1,271,49890,2.00E-05,5,2.00E+00
1357,Faridan,Isfahan,1,-1,-1,73,271,49890,0.001463219,5,1.46E+02
1358,Faridan,Isfahan,1,-1,1,17,271,49890,0.00034075,5,3.41E+01
1359,Faridan,Isfahan,1,0,0,2,271,49890,4.01E-05,5,4.01E+00
1360,Faridan,Isfahan,1,0,-1,21,271,49890,0.000420926,5,4.21E+01
1361,Faridan,Isfahan,1,0,1,4,271,49890,8.02E-05,5,8.02E+00
1362,Faridan,Isfahan,1,1,-1,90,271,49890,0.001803969,5,1.80E+02
1363,Faridan,Isfahan,1,1,1,30,271,49890,0.000601323,5,6.01E+01
1364,Fariman,Razavi Khorasan,-1,-1,-1,2,453,99001,2.02E-05,2,2.02E+00
1365,Fariman,Razavi Khorasan,-1,-1,1,5,453,99001,5.05E-05,2,5.05E+00
1366,Fariman,Razavi Khorasan,-1,0,-1,22,453,99001,0.00022222,2,2.22E+01
1367,Fariman,Razavi Khorasan,-1,0,1,9,453,99001,9.09E-05,2,9.09E+00
1368,Fariman,Razavi Khorasan,-1,1,-1,2,453,99001,2.02E-05,2,2.02E+00
1369,Fariman,Razavi Khorasan,-1,1,1,1,453,99001,1.01E-05,2,1.01E+00
1370,Fariman,Razavi Khorasan,1,-1,0,2,453,99001,2.02E-05,2,2.02E+00
1371,Fariman,Razavi Khorasan,1,-1,-1,16,453,99001,0.000161615,2,1.62E+01
1372,Fariman,Razavi Khorasan,1,-1,1,16,453,99001,0.000161615,2,1.62E+01
1373,Fariman,Razavi Khorasan,1,0,0,2,453,99001,2.02E-05,2,2.02E+00
1374,Fariman,Razavi Khorasan,1,0,-1,238,453,99001,0.002404016,2,2.40E+02
1375,Fariman,Razavi Khorasan,1,0,1,78,453,99001,0.000787871,2,7.88E+01
1376,Fariman,Razavi Khorasan,1,1,-1,41,453,99001,0.000414137,2,4.14E+01
1377,Fariman,Razavi Khorasan,1,1,1,19,453,99001,0.000191917,2,1.92E+01
1378,Faroj,North Khorasan,-1,0,-1,2,208,49271,4.06E-05,1,4.06E+00
1379,Faroj,North Khorasan,-1,0,1,1,208,49271,2.03E-05,1,2.03E+00
1380,Faroj,North Khorasan,0,0,-1,3,208,49271,6.09E-05,1,6.09E+00
1381,Faroj,North Khorasan,0,0,1,1,208,49271,2.03E-05,1,2.03E+00
1382,Faroj,North Khorasan,0,1,-1,1,208,49271,2.03E-05,1,2.03E+00
1383,Faroj,North Khorasan,0,0,1,1,208,49271,2.03E-05,1,2.03E+00
1384,Faroj,North Khorasan,1,-1,-1,5,208,49271,0.00010148,1,1.01E+01
1385,Faroj,North Khorasan,1,-1,1,1,208,49271,2.03E-05,1,2.03E+00
1386,Faroj,North Khorasan,1,0,0,1,208,49271,2.03E-05,1,2.03E+00
1387,Faroj,North Khorasan,1,0,-1,145,208,49271,0.002942908,1,2.94E+02
1388,Faroj,North Khorasan,1,0,1,16,208,49271,0.000324735,1,3.25E+01
1389,Faroj,North Khorasan,1,1,0,1,208,49271,2.03E-05,1,2.03E+00
1390,Faroj,North Khorasan,1,1,-1,28,208,49271,0.000568286,1,5.68E+01
1391,Faroj,North Khorasan,1,1,1,2,208,49271,4.06E-05,1,4.06E+00
1392,Farsan,Chaharmahal and Bakhtiari,-1,0,1,5,60,95286,5.25E-05,3,5.25E+00
1393,Farsan,Chaharmahal and Bakhtiari,1,-1,1,5,60,95286,5.25E-05,3,5.25E+00
1394,Farsan,Chaharmahal and Bakhtiari,1,0,-1,2,60,95286,2.10E-05,3,2.10E+00
1395,Farsan,Chaharmahal and Bakhtiari,1,0,1,3,60,95286,3.15E-05,3,3.15E+00
1396,Farsan,Chaharmahal and Bakhtiari,1,1,0,14,60,95286,0.000146926,3,1.47E+01
1397,Farsan,Chaharmahal and Bakhtiari,1,1,-1,15,60,95286,0.000157421,3,1.57E+01
1398,Farsan,Chaharmahal and Bakhtiari,1,1,1,16,60,95286,0.000167916,3,1.68E+01
1399,Faryab,Kerman,-1,0,1,1,25,34000,2.94E-05,1,2.94E+00
1400,Faryab,Kerman,1,-1,0,1,25,34000,2.94E-05,1,2.94E+00
1401,Faryab,Kerman,1,-1,-1,7,25,34000,0.000205882,1,2.06E+01
1402,Faryab,Kerman,1,-1,1,1,25,34000,2.94E-05,1,2.94E+00
1403,Faryab,Kerman,1,0,0,2,25,34000,5.88E-05,1,5.88E+00
1404,Faryab,Kerman,1,0,-1,11,25,34000,0.000323529,1,3.24E+01
1405,Faryab,Kerman,1,1,0,1,25,34000,2.94E-05,1,2.94E+00
1406,Faryab,Kerman,1,1,-1,1,25,34000,2.94E-05,1,2.94E+00
1407,Fasa,Fars,-1,-1,-1,5,161,205187,2.44E-05,4,2.44E+00
1408,Fasa,Fars,-1,-1,1,2,161,205187,9.75E-06,4,9.75E-01
1409,Fasa,Fars,-1,0,-1,5,161,205187,2.44E-05,4,2.44E+00
1410,Fasa,Fars,-1,0,1,7,161,205187,3.41E-05,4,3.41E+00
1411,Fasa,Fars,0,-1,-1,1,161,205187,4.87E-06,4,4.87E-01
1412,Fasa,Fars,0,0,-1,7,161,205187,3.41E-05,4,3.41E+00
1413,Fasa,Fars,0,0,1,3,161,205187,1.46E-05,4,1.46E+00
1414,Fasa,Fars,1,-1,0,2,161,205187,9.75E-06,4,9.75E-01
1415,Fasa,Fars,1,-1,-1,45,161,205187,0.000219312,4,2.19E+01
1416,Fasa,Fars,1,-1,1,8,161,205187,3.90E-05,4,3.90E+00
1417,Fasa,Fars,1,0,0,2,161,205187,9.75E-06,4,9.75E-01
1418,Fasa,Fars,1,0,-1,42,161,205187,0.000204691,4,2.05E+01
1419,Fasa,Fars,1,0,1,14,161,205187,6.82E-05,4,6.82E+00
1420,Fasa,Fars,1,1,0,1,161,205187,4.87E-06,4,4.87E-01
1421,Fasa,Fars,1,1,-1,15,161,205187,7.31E-05,4,7.31E+00
1422,Fasa,Fars,1,1,1,2,161,205187,9.75E-06,4,9.75E-01
1423,Ferdows,South Khorasan,-1,-1,1,2,15,45523,4.39E-05,1,4.39E+00
1424,Ferdows,South Khorasan,-1,0,1,1,15,45523,2.20E-05,1,2.20E+00
1425,Ferdows,South Khorasan,0,0,-1,1,15,45523,2.20E-05,1,2.20E+00
1426,Ferdows,South Khorasan,1,0,-1,2,15,45523,4.39E-05,1,4.39E+00
1427,Ferdows,South Khorasan,1,0,1,2,15,45523,4.39E-05,1,4.39E+00
1428,Ferdows,South Khorasan,1,1,-1,4,15,45523,8.79E-05,1,8.79E+00
1429,Ferdows,South Khorasan,1,1,1,3,15,45523,6.59E-05,1,6.59E+00
1430,Feredunkenar,Mazandaran,-1,0,-1,3,7,60031,5.00E-05,5,5.00E+00
1431,Feredunkenar,Mazandaran,-1,0,1,4,7,60031,6.66E-05,5,6.66E+00
1432,Fereydunshahr,Isfahan,-1,-1,-1,2,133,35654,5.61E-05,5,5.61E+00
1433,Fereydunshahr,Isfahan,-1,-1,1,1,133,35654,2.80E-05,5,2.80E+00
1434,Fereydunshahr,Isfahan,-1,0,-1,2,133,35654,5.61E-05,5,5.61E+00
1435,Fereydunshahr,Isfahan,-1,1,-1,6,133,35654,0.000168284,5,1.68E+01
1436,Fereydunshahr,Isfahan,-1,1,1,5,133,35654,0.000140237,5,1.40E+01
1437,Fereydunshahr,Isfahan,1,-1,0,6,133,35654,0.000168284,5,1.68E+01
1438,Fereydunshahr,Isfahan,1,-1,-1,14,133,35654,0.000392663,5,3.93E+01
1439,Fereydunshahr,Isfahan,1,-1,1,7,133,35654,0.000196331,5,1.96E+01
1440,Fereydunshahr,Isfahan,1,0,0,1,133,35654,2.80E-05,5,2.80E+00
1441,Fereydunshahr,Isfahan,1,0,-1,2,133,35654,5.61E-05,5,5.61E+00
1442,Fereydunshahr,Isfahan,1,0,1,1,133,35654,2.80E-05,5,2.80E+00
1443,Fereydunshahr,Isfahan,1,1,0,19,133,35654,0.0005329,5,5.33E+01
1444,Fereydunshahr,Isfahan,1,1,-1,48,133,35654,0.001346273,5,1.35E+02
1445,Fereydunshahr,Isfahan,1,1,1,19,133,35654,0.0005329,5,5.33E+01
1446,Firuzabad,Fars,-1,0,1,2,118,121417,1.65E-05,4,1.65E+00
1447,Firuzabad,Fars,0,0,0,3,118,121417,2.47E-05,4,2.47E+00
1448,Firuzabad,Fars,0,0,-1,32,118,121417,0.000263555,4,2.64E+01
1449,Firuzabad,Fars,0,0,1,20,118,121417,0.000164722,4,1.65E+01
1450,Firuzabad,Fars,1,-1,0,2,118,121417,1.65E-05,4,1.65E+00
1451,Firuzabad,Fars,1,-1,-1,2,118,121417,1.65E-05,4,1.65E+00
1452,Firuzabad,Fars,1,0,0,7,118,121417,5.77E-05,4,5.77E+00
1453,Firuzabad,Fars,1,0,-1,35,118,121417,0.000288263,4,2.88E+01
1454,Firuzabad,Fars,1,0,1,8,118,121417,6.59E-05,4,6.59E+00
1455,Firuzabad,Fars,1,1,0,1,118,121417,8.24E-06,4,8.24E-01
1456,Firuzabad,Fars,1,1,-1,2,118,121417,1.65E-05,4,1.65E+00
1457,Firuzabad,Fars,1,1,1,4,118,121417,3.29E-05,4,3.29E+00
1458,Firuzeh,Razavi Khorasan,-1,-1,-1,5,252,37539,0.000133195,2,1.33E+01
1459,Firuzeh,Razavi Khorasan,-1,-1,1,1,252,37539,2.66E-05,2,2.66E+00
1460,Firuzeh,Razavi Khorasan,-1,0,-1,4,252,37539,0.000106556,2,1.07E+01
1461,Firuzeh,Razavi Khorasan,-1,1,-1,1,252,37539,2.66E-05,2,2.66E+00
1462,Firuzeh,Razavi Khorasan,-1,1,1,1,252,37539,2.66E-05,2,2.66E+00
1463,Firuzeh,Razavi Khorasan,0,0,-1,10,252,37539,0.00026639,2,2.66E+01
1464,Firuzeh,Razavi Khorasan,1,-1,-1,90,252,37539,0.002397507,2,2.40E+02
1465,Firuzeh,Razavi Khorasan,1,-1,1,2,252,37539,5.33E-05,2,5.33E+00
1466,Firuzeh,Razavi Khorasan,1,0,-1,57,252,37539,0.001518421,2,1.52E+02
1467,Firuzeh,Razavi Khorasan,1,0,1,1,252,37539,2.66E-05,2,2.66E+00
1468,Firuzeh,Razavi Khorasan,1,1,0,1,252,37539,2.66E-05,2,2.66E+00
1469,Firuzeh,Razavi Khorasan,1,1,-1,78,252,37539,0.002077839,2,2.08E+02
1470,Firuzeh,Razavi Khorasan,1,1,1,1,252,37539,2.66E-05,2,2.66E+00
1471,Firuzkuh,Tehran,-1,0,-1,1,94,33558,2.98E-05,5,2.98E+00
1472,Firuzkuh,Tehran,-1,0,1,2,94,33558,5.96E-05,5,5.96E+00
1473,Firuzkuh,Tehran,-1,1,-1,3,94,33558,8.94E-05,5,8.94E+00
1474,Firuzkuh,Tehran,-1,1,1,29,94,33558,0.000864175,5,8.64E+01
1475,Firuzkuh,Tehran,1,1,-1,21,94,33558,0.000625782,5,6.26E+01
1476,Firuzkuh,Tehran,1,1,1,38,94,33558,0.001132368,5,1.13E+02
1477,Fuman,Gilan,-1,0,-1,8,47,92310,8.67E-05,3,8.67E+00
1478,Fuman,Gilan,-1,0,1,2,47,92310,2.17E-05,3,2.17E+00
1479,Fuman,Gilan,-1,1,-1,1,47,92310,1.08E-05,3,1.08E+00
1480,Fuman,Gilan,1,-1,-1,5,47,92310,5.42E-05,3,5.42E+00
1481,Fuman,Gilan,1,0,-1,17,47,92310,0.000184162,3,1.84E+01
1482,Fuman,Gilan,1,0,1,1,47,92310,1.08E-05,3,1.08E+00
1483,Fuman,Gilan,1,1,-1,13,47,92310,0.00014083,3,1.41E+01
1484,Gachsaran,Kohgiluyeh and Boyer-Ahmad,-1,-1,1,2,61,124096,1.61E-05,1,1.61E+00
1485,Gachsaran,Kohgiluyeh and Boyer-Ahmad,-1,0,-1,2,61,124096,1.61E-05,1,1.61E+00
1486,Gachsaran,Kohgiluyeh and Boyer-Ahmad,-1,0,1,4,61,124096,3.22E-05,1,3.22E+00
1487,Gachsaran,Kohgiluyeh and Boyer-Ahmad,-1,1,-1,1,61,124096,8.06E-06,1,8.06E-01
1488,Gachsaran,Kohgiluyeh and Boyer-Ahmad,0,0,-1,5,61,124096,4.03E-05,1,4.03E+00
1489,Gachsaran,Kohgiluyeh and Boyer-Ahmad,0,0,1,1,61,124096,8.06E-06,1,8.06E-01
1490,Gachsaran,Kohgiluyeh and Boyer-Ahmad,1,-1,0,1,61,124096,8.06E-06,1,8.06E-01
1491,Gachsaran,Kohgiluyeh and Boyer-Ahmad,1,-1,-1,7,61,124096,5.64E-05,1,5.64E+00
1492,Gachsaran,Kohgiluyeh and Boyer-Ahmad,1,0,-1,5,61,124096,4.03E-05,1,4.03E+00
1493,Gachsaran,Kohgiluyeh and Boyer-Ahmad,1,0,1,5,61,124096,4.03E-05,1,4.03E+00
1494,Gachsaran,Kohgiluyeh and Boyer-Ahmad,1,1,0,2,61,124096,1.61E-05,1,1.61E+00
1495,Gachsaran,Kohgiluyeh and Boyer-Ahmad,1,1,-1,23,61,124096,0.00018534,1,1.85E+01
1496,Gachsaran,Kohgiluyeh and Boyer-Ahmad,1,1,1,3,61,124096,2.42E-05,1,2.42E+00
1497,Galikash,Golestan,-1,-1,-1,6,95,63173,9.50E-05,1,9.50E+00
1498,Galikash,Golestan,-1,-1,1,3,95,63173,4.75E-05,1,4.75E+00
