county_en,province_en,Livestock_int_hist,Livestock_vac_hist,Pop_setting,count,county_count,inf_rate,ses
Abadan,Khuzestan,No,No,Urban,2,8,0.25,1
Abadan,Khuzestan,No,Null,Urban,1,8,0.125,1
Abadan,Khuzestan,Null,Null,Urban,1,8,0.125,1
Abadan,Khuzestan,Yes,No,Rural,3,8,0.375,1
Abadan,Khuzestan,Yes,No,Urban,1,8,0.125,1
Abadeh,Fars,No,No,Urban,2,505,0.003960396,4
Abadeh,Fars,No,Null,Rural,17,505,0.033663366,4
Abadeh,Fars,No,Null,Urban,122,505,0.241584158,4
Abadeh,Fars,No,Yes,Urban,5,505,0.00990099,4
Abadeh,Fars,Null,Null,Nomadic,3,505,0.005940594,4
Abadeh,Fars,Null,Null,Rural,1,505,0.001980198,4
Abadeh,Fars,Null,Null,Urban,45,505,0.089108911,4
Abadeh,Fars,Unknow,Null,Urban,1,505,0.001980198,4
Abadeh,Fars,Yes,No,Rural,10,505,0.01980198,4
Abadeh,Fars,Yes,No,Urban,5,505,0.00990099,4
Abadeh,Fars,Yes,Null,Itinerant,1,505,0.001980198,4
Abadeh,Fars,Yes,Null,Nomadic,29,505,0.057425743,4
Abadeh,Fars,Yes,Null,Rural,41,505,0.081188119,4
Abadeh,Fars,Yes,Null,Urban,117,505,0.231683168,4
Abadeh,Fars,Yes,Yes,Nomadic,8,505,0.015841584,4
Abadeh,Fars,Yes,Yes,Rural,26,505,0.051485149,4
Abadeh,Fars,Yes,Yes,Urban,72,505,0.142574257,4
Abarkuh,Yazd,No,Null,Rural,5,92,0.054347826,4
Abarkuh,Yazd,No,Null,Urban,14,92,0.152173913,4
Abarkuh,Yazd,No,Yes,Rural,2,92,0.02173913,4
Abarkuh,Yazd,No,Yes,Urban,1,92,0.010869565,4
Abarkuh,Yazd,Null,Null,Rural,4,92,0.043478261,4
Abarkuh,Yazd,Null,Null,Urban,29,92,0.315217391,4
Abarkuh,Yazd,Yes,No,Rural,13,92,0.141304348,4
Abarkuh,Yazd,Yes,No,Urban,2,92,0.02173913,4
Abarkuh,Yazd,Yes,Null,Rural,3,92,0.032608696,4
Abarkuh,Yazd,Yes,Null,Urban,3,92,0.032608696,4
Abarkuh,Yazd,Yes,Yes,Rural,16,92,0.173913043,4
Abbasabad,Mazandaran,No,No,Urban,1,22,0.045454545,5
Abbasabad,Mazandaran,No,Null,Rural,5,22,0.227272727,5
Abbasabad,Mazandaran,No,Null,Urban,7,22,0.318181818,5
Abbasabad,Mazandaran,No,Yes,Urban,1,22,0.045454545,5
Abbasabad,Mazandaran,Null,Null,Urban,1,22,0.045454545,5
Abbasabad,Mazandaran,Yes,Null,Rural,1,22,0.045454545,5
Abbasabad,Mazandaran,Yes,Null,Urban,3,22,0.136363636,5
Abbasabad,Mazandaran,Yes,Yes,Rural,3,22,0.136363636,5
Abdanan,Ilam,No,Null,Urban,2,46,0.043478261,1
Abdanan,Ilam,Null,Null,Rural,1,46,0.02173913,1
Abdanan,Ilam,Yes,No,Rural,3,46,0.065217391,1
Abdanan,Ilam,Yes,No,Urban,1,46,0.02173913,1
Abdanan,Ilam,Yes,Null,Itinerant,1,46,0.02173913,1
Abdanan,Ilam,Yes,Null,Nomadic,3,46,0.065217391,1
Abdanan,Ilam,Yes,Null,Rural,17,46,0.369565217,1
Abdanan,Ilam,Yes,Null,Urban,5,46,0.108695652,1
Abdanan,Ilam,Yes,Yes,Nomadic,1,46,0.02173913,1
Abdanan,Ilam,Yes,Yes,Rural,8,46,0.173913043,1
Abdanan,Ilam,Yes,Yes,Urban,4,46,0.086956522,1
Abhar,Zanjan,No,No,Urban,1,78,0.012820513,2
Abhar,Zanjan,No,Null,Rural,4,78,0.051282051,2
Abhar,Zanjan,No,Null,Urban,6,78,0.076923077,2
Abhar,Zanjan,No,Yes,Rural,2,78,0.025641026,2
Abhar,Zanjan,Yes,No,Rural,5,78,0.064102564,2
Abhar,Zanjan,Yes,No,Urban,2,78,0.025641026,2
Abhar,Zanjan,Yes,Null,Rural,7,78,0.08974359,2
Abhar,Zanjan,Yes,Null,Urban,1,78,0.012820513,2
Abhar,Zanjan,Yes,Yes,Rural,41,78,0.525641026,2
Abhar,Zanjan,Yes,Yes,Urban,9,78,0.115384615,2
Abyek,Qazvin,No,No,Rural,1,131,0.007633588,2
Abyek,Qazvin,No,No,Urban,3,131,0.022900763,2
Abyek,Qazvin,No,Null,Rural,8,131,0.061068702,2
Abyek,Qazvin,No,Null,Urban,14,131,0.106870229,2
Abyek,Qazvin,No,Yes,Rural,5,131,0.038167939,2
Abyek,Qazvin,No,Yes,Urban,2,131,0.015267176,2
Abyek,Qazvin,Null,Null,Rural,3,131,0.022900763,2
Abyek,Qazvin,Null,Null,Urban,14,131,0.106870229,2
Abyek,Qazvin,Yes,No,Rural,7,131,0.053435115,2
Abyek,Qazvin,Yes,No,Urban,3,131,0.022900763,2
Abyek,Qazvin,Yes,Null,Rural,11,131,0.083969466,2
Abyek,Qazvin,Yes,Null,Urban,4,131,0.030534351,2
Abyek,Qazvin,Yes,Yes,Rural,45,131,0.34351145,2
Abyek,Qazvin,Yes,Yes,Urban,11,131,0.083969466,2
Ahar,East Azerbaijan,No,Null,Rural,7,178,0.039325843,2
Ahar,East Azerbaijan,No,Null,Urban,16,178,0.08988764,2
Ahar,East Azerbaijan,Null,Null,Rural,31,178,0.174157303,2
Ahar,East Azerbaijan,Null,Null,Urban,24,178,0.134831461,2
Ahar,East Azerbaijan,Unknow,Null,Rural,1,178,0.005617978,2
Ahar,East Azerbaijan,Unknow,Null,Urban,2,178,0.011235955,2
Ahar,East Azerbaijan,Yes,No,Rural,7,178,0.039325843,2
Ahar,East Azerbaijan,Yes,No,Urban,1,178,0.005617978,2
Ahar,East Azerbaijan,Yes,Null,Rural,55,178,0.308988764,2
Ahar,East Azerbaijan,Yes,Null,Urban,4,178,0.02247191,2
Ahar,East Azerbaijan,Yes,Yes,Rural,27,178,0.151685393,2
Ahar,East Azerbaijan,Yes,Yes,Urban,3,178,0.016853933,2
Ahvaz,Khuzestan,No,No,Urban,2,55,0.036363636,1
Ahvaz,Khuzestan,No,Null,Rural,2,55,0.036363636,1
Ahvaz,Khuzestan,No,Null,Urban,17,55,0.309090909,1
Ahvaz,Khuzestan,Unknow,Null,Urban,2,55,0.036363636,1
Ahvaz,Khuzestan,Yes,No,Rural,6,55,0.109090909,1
Ahvaz,Khuzestan,Yes,No,Urban,2,55,0.036363636,1
Ahvaz,Khuzestan,Yes,Null,Nomadic,2,55,0.036363636,1
Ahvaz,Khuzestan,Yes,Null,Rural,9,55,0.163636364,1
Ahvaz,Khuzestan,Yes,Null,Urban,3,55,0.054545455,1
Ahvaz,Khuzestan,Yes,Yes,Rural,9,55,0.163636364,1
Ahvaz,Khuzestan,Yes,Yes,Urban,1,55,0.018181818,1
Ajabshir,East Azerbaijan,No,No,Rural,4,68,0.058823529,2
Ajabshir,East Azerbaijan,No,No,Urban,1,68,0.014705882,2
Ajabshir,East Azerbaijan,No,Null,Rural,1,68,0.014705882,2
Ajabshir,East Azerbaijan,No,Null,Urban,2,68,0.029411765,2
Ajabshir,East Azerbaijan,No,Yes,Rural,1,68,0.014705882,2
Ajabshir,East Azerbaijan,Null,Yes,Rural,1,68,0.014705882,2
Ajabshir,East Azerbaijan,Unknow,Null,Rural,3,68,0.044117647,2
Ajabshir,East Azerbaijan,Unknow,Yes,Rural,1,68,0.014705882,2
Ajabshir,East Azerbaijan,Yes,Null,Rural,17,68,0.25,2
Ajabshir,East Azerbaijan,Yes,Null,Urban,1,68,0.014705882,2
Ajabshir,East Azerbaijan,Yes,Yes,Rural,36,68,0.529411765,2
Alborz,Qazvin,No,No,Rural,1,149,0.006711409,2
Alborz,Qazvin,No,No,Urban,5,149,0.033557047,2
Alborz,Qazvin,No,Null,Rural,8,149,0.053691275,2
Alborz,Qazvin,No,Null,Urban,32,149,0.214765101,2
Alborz,Qazvin,No,Yes,Rural,1,149,0.006711409,2
Alborz,Qazvin,Null,Null,Null,10,149,0.067114094,2
Alborz,Qazvin,Null,Null,Rural,2,149,0.013422819,2
Alborz,Qazvin,Null,Null,Urban,13,149,0.087248322,2
Alborz,Qazvin,Unknow,Null,Urban,2,149,0.013422819,2
Alborz,Qazvin,Yes,No,Rural,1,149,0.006711409,2
Alborz,Qazvin,Yes,No,Urban,5,149,0.033557047,2
Alborz,Qazvin,Yes,Null,Rural,24,149,0.161073826,2
Alborz,Qazvin,Yes,Null,Urban,25,149,0.167785235,2
Alborz,Qazvin,Yes,Yes,Rural,10,149,0.067114094,2
Alborz,Qazvin,Yes,Yes,Urban,10,149,0.067114094,2
Aliabad,Golestan,No,No,Rural,2,167,0.011976048,1
Aliabad,Golestan,No,Null,Rural,23,167,0.137724551,1
Aliabad,Golestan,No,Null,Urban,6,167,0.035928144,1
Aliabad,Golestan,No,Yes,Rural,2,167,0.011976048,1
Aliabad,Golestan,No,Yes,Urban,1,167,0.005988024,1
Aliabad,Golestan,Null,Null,Rural,1,167,0.005988024,1
Aliabad,Golestan,Null,Null,Urban,1,167,0.005988024,1
Aliabad,Golestan,Unknow,Null,Rural,1,167,0.005988024,1
Aliabad,Golestan,Unknow,Null,Urban,1,167,0.005988024,1
Aliabad,Golestan,Yes,No,Itinerant,2,167,0.011976048,1
Aliabad,Golestan,Yes,No,Rural,29,167,0.173652695,1
Aliabad,Golestan,Yes,No,Urban,2,167,0.011976048,1
Aliabad,Golestan,Yes,Null,Rural,36,167,0.215568862,1
Aliabad,Golestan,Yes,Null,Urban,3,167,0.017964072,1
Aliabad,Golestan,Yes,Yes,Nomadic,1,167,0.005988024,1
Aliabad,Golestan,Yes,Yes,Rural,50,167,0.299401198,1
Aliabad,Golestan,Yes,Yes,Urban,6,167,0.035928144,1
Aligudarz,Lorestan,No,No,Nomadic,1,915,0.001092896,1
Aligudarz,Lorestan,No,No,Rural,5,915,0.005464481,1
Aligudarz,Lorestan,No,No,Urban,14,915,0.015300546,1
Aligudarz,Lorestan,No,Null,Nomadic,1,915,0.001092896,1
Aligudarz,Lorestan,No,Null,Rural,4,915,0.004371585,1
Aligudarz,Lorestan,No,Null,Urban,38,915,0.041530055,1
Aligudarz,Lorestan,No,Yes,Rural,1,915,0.001092896,1
Aligudarz,Lorestan,No,Yes,Urban,2,915,0.002185792,1
Aligudarz,Lorestan,Null,No,Urban,1,915,0.001092896,1
Aligudarz,Lorestan,Null,Null,Rural,3,915,0.003278689,1
Aligudarz,Lorestan,Unknow,Null,Urban,1,915,0.001092896,1
Aligudarz,Lorestan,Yes,No,Nomadic,117,915,0.127868852,1
Aligudarz,Lorestan,Yes,No,Rural,376,915,0.410928962,1
Aligudarz,Lorestan,Yes,No,Urban,41,915,0.044808743,1
Aligudarz,Lorestan,Yes,Null,Nomadic,15,915,0.016393443,1
Aligudarz,Lorestan,Yes,Null,Rural,81,915,0.08852459,1
Aligudarz,Lorestan,Yes,Null,Urban,10,915,0.010928962,1
Aligudarz,Lorestan,Yes,Yes,Nomadic,28,915,0.030601093,1
Aligudarz,Lorestan,Yes,Yes,Rural,160,915,0.174863388,1
Aligudarz,Lorestan,Yes,Yes,Urban,16,915,0.017486339,1
Amlash,Gilan,No,Null,Rural,1,45,0.022222222,3
Amlash,Gilan,No,Null,Urban,12,45,0.266666667,3
Amlash,Gilan,Yes,No,Itinerant,1,45,0.022222222,3
Amlash,Gilan,Yes,No,Rural,5,45,0.111111111,3
Amlash,Gilan,Yes,Null,Rural,12,45,0.266666667,3
Amlash,Gilan,Yes,Yes,Rural,14,45,0.311111111,3
Amol,Mazandaran,No,No,Urban,1,193,0.005181347,5
Amol,Mazandaran,No,Null,Rural,18,193,0.093264249,5
Amol,Mazandaran,No,Null,Urban,42,193,0.21761658,5
Amol,Mazandaran,No,Yes,Rural,8,193,0.041450777,5
Amol,Mazandaran,No,Yes,Urban,12,193,0.062176166,5
Amol,Mazandaran,Unknow,Yes,Urban,1,193,0.005181347,5
Amol,Mazandaran,Yes,No,Rural,4,193,0.020725389,5
Amol,Mazandaran,Yes,No,Urban,1,193,0.005181347,5
Amol,Mazandaran,Yes,Null,Rural,16,193,0.082901554,5
Amol,Mazandaran,Yes,Null,Urban,7,193,0.03626943,5
Amol,Mazandaran,Yes,Yes,Rural,70,193,0.362694301,5
Amol,Mazandaran,Yes,Yes,Urban,13,193,0.067357513,5
Anar,Kerman,No,No,Rural,2,72,0.027777778,1
Anar,Kerman,No,Null,Rural,9,72,0.125,1
Anar,Kerman,No,Null,Urban,30,72,0.416666667,1
Anar,Kerman,No,Yes,Rural,2,72,0.027777778,1
Anar,Kerman,No,Yes,Urban,2,72,0.027777778,1
Anar,Kerman,Null,Null,Urban,1,72,0.013888889,1
Anar,Kerman,Unknow,Null,Urban,1,72,0.013888889,1
Anar,Kerman,Yes,No,Rural,2,72,0.027777778,1
Anar,Kerman,Yes,Null,Rural,3,72,0.041666667,1
Anar,Kerman,Yes,Null,Urban,2,72,0.027777778,1
Anar,Kerman,Yes,Yes,Rural,11,72,0.152777778,1
Anar,Kerman,Yes,Yes,Urban,7,72,0.097222222,1
Anbarabad,Kerman,No,Null,Urban,1,49,0.020408163,1
Anbarabad,Kerman,Yes,No,Rural,18,49,0.367346939,1
Anbarabad,Kerman,Yes,No,Urban,5,49,0.102040816,1
Anbarabad,Kerman,Yes,Null,Nomadic,1,49,0.020408163,1
Anbarabad,Kerman,Yes,Null,Rural,11,49,0.224489796,1
Anbarabad,Kerman,Yes,Null,Urban,6,49,0.12244898,1
Anbarabad,Kerman,Yes,Yes,Rural,4,49,0.081632653,1
Anbarabad,Kerman,Yes,Yes,Urban,3,49,0.06122449,1
Andika,Khuzestan,No,Null,Rural,2,129,0.015503876,1
Andika,Khuzestan,Yes,No,Rural,7,129,0.054263566,1
Andika,Khuzestan,Yes,Null,Nomadic,1,129,0.007751938,1
Andika,Khuzestan,Yes,Null,Rural,53,129,0.410852713,1
Andika,Khuzestan,Yes,Null,Urban,3,129,0.023255814,1
Andika,Khuzestan,Yes,Yes,Nomadic,49,129,0.379844961,1
Andika,Khuzestan,Yes,Yes,Rural,13,129,0.100775194,1
Andika,Khuzestan,Yes,Yes,Urban,1,129,0.007751938,1
Andimeshk,Khuzestan,No,Null,Null,1,334,0.002994012,1
Andimeshk,Khuzestan,No,Null,Rural,1,334,0.002994012,1
Andimeshk,Khuzestan,No,Null,Urban,16,334,0.047904192,1
Andimeshk,Khuzestan,Null,Null,Itinerant,2,334,0.005988024,1
Andimeshk,Khuzestan,Null,Null,Nomadic,32,334,0.095808383,1
Andimeshk,Khuzestan,Null,Null,Null,3,334,0.008982036,1
Andimeshk,Khuzestan,Null,Null,Rural,54,334,0.161676647,1
Andimeshk,Khuzestan,Null,Null,Urban,87,334,0.260479042,1
Andimeshk,Khuzestan,Yes,No,Nomadic,10,334,0.02994012,1
Andimeshk,Khuzestan,Yes,No,Rural,13,334,0.038922156,1
Andimeshk,Khuzestan,Yes,No,Urban,3,334,0.008982036,1
Andimeshk,Khuzestan,Yes,Null,Itinerant,1,334,0.002994012,1
Andimeshk,Khuzestan,Yes,Null,Nomadic,14,334,0.041916168,1
Andimeshk,Khuzestan,Yes,Null,Rural,22,334,0.065868263,1
Andimeshk,Khuzestan,Yes,Null,Urban,22,334,0.065868263,1
Andimeshk,Khuzestan,Yes,Yes,Itinerant,1,334,0.002994012,1
Andimeshk,Khuzestan,Yes,Yes,Nomadic,24,334,0.071856287,1
Andimeshk,Khuzestan,Yes,Yes,Rural,23,334,0.068862275,1
Andimeshk,Khuzestan,Yes,Yes,Urban,5,334,0.01497006,1
Aqqala,Golestan,No,Null,Rural,6,135,0.044444444,1
Aqqala,Golestan,No,Null,Urban,5,135,0.037037037,1
Aqqala,Golestan,Null,Null,Rural,38,135,0.281481481,1
Aqqala,Golestan,Null,Null,Urban,5,135,0.037037037,1
Aqqala,Golestan,Unknow,Null,Urban,1,135,0.007407407,1
Aqqala,Golestan,Yes,No,Rural,6,135,0.044444444,1
Aqqala,Golestan,Yes,Null,Rural,64,135,0.474074074,1
Aqqala,Golestan,Yes,Null,Urban,6,135,0.044444444,1
Aqqala,Golestan,Yes,Yes,Rural,3,135,0.022222222,1
Aqqala,Golestan,Yes,Yes,Urban,1,135,0.007407407,1
Aradan,Semnan,No,Null,Rural,2,29,0.068965517,2
Aradan,Semnan,No,Null,Urban,3,29,0.103448276,2
Aradan,Semnan,Null,Null,Rural,1,29,0.034482759,2
Aradan,Semnan,Yes,No,Rural,1,29,0.034482759,2
Aradan,Semnan,Yes,Null,Rural,15,29,0.517241379,2
Aradan,Semnan,Yes,Null,Urban,2,29,0.068965517,2
Aradan,Semnan,Yes,Yes,Rural,5,29,0.172413793,2
Arak,Markazi,No,No,Rural,5,518,0.00965251,3
Arak,Markazi,No,No,Urban,6,518,0.011583012,3
Arak,Markazi,No,Null,Null,1,518,0.001930502,3
Arak,Markazi,No,Null,Rural,37,518,0.071428571,3
Arak,Markazi,No,Null,Urban,80,518,0.154440154,3
Arak,Markazi,No,Yes,Urban,1,518,0.001930502,3
Arak,Markazi,Null,Null,Null,36,518,0.069498069,3
Arak,Markazi,Null,Null,Rural,3,518,0.005791506,3
Arak,Markazi,Null,Null,Urban,15,518,0.028957529,3
Arak,Markazi,Unknow,Null,Null,1,518,0.001930502,3
Arak,Markazi,Unknow,Null,Rural,3,518,0.005791506,3
Arak,Markazi,Yes,No,Rural,19,518,0.036679537,3
Arak,Markazi,Yes,No,Urban,3,518,0.005791506,3
Arak,Markazi,Yes,Null,Null,1,518,0.001930502,3
Arak,Markazi,Yes,Null,Rural,180,518,0.347490347,3
Arak,Markazi,Yes,Null,Urban,55,518,0.106177606,3
Arak,Markazi,Yes,Yes,Rural,60,518,0.115830116,3
Arak,Markazi,Yes,Yes,Urban,12,518,0.023166023,3
Aran-o-Bidgol,Isfahan,No,No,Rural,1,38,0.026315789,5
Aran-o-Bidgol,Isfahan,No,No,Urban,2,38,0.052631579,5
Aran-o-Bidgol,Isfahan,No,Null,Rural,2,38,0.052631579,5
Aran-o-Bidgol,Isfahan,No,Null,Urban,4,38,0.105263158,5
Aran-o-Bidgol,Isfahan,Null,Null,Urban,2,38,0.052631579,5
Aran-o-Bidgol,Isfahan,Yes,No,Rural,6,38,0.157894737,5
Aran-o-Bidgol,Isfahan,Yes,No,Urban,10,38,0.263157895,5
Aran-o-Bidgol,Isfahan,Yes,Null,Rural,2,38,0.052631579,5
Aran-o-Bidgol,Isfahan,Yes,Null,Urban,4,38,0.105263158,5
Aran-o-Bidgol,Isfahan,Yes,Yes,Urban,5,38,0.131578947,5
Ardabil,Ardabil,No,No,Urban,4,654,0.006116208,1
Ardabil,Ardabil,No,Null,Null,1,654,0.001529052,1
Ardabil,Ardabil,No,Null,Rural,12,654,0.018348624,1
Ardabil,Ardabil,No,Null,Urban,134,654,0.204892966,1
Ardabil,Ardabil,No,Yes,Rural,1,654,0.001529052,1
Ardabil,Ardabil,Null,Null,Nomadic,1,654,0.001529052,1
Ardabil,Ardabil,Null,Null,Null,231,654,0.353211009,1
Ardabil,Ardabil,Null,Null,Rural,3,654,0.004587156,1
Ardabil,Ardabil,Null,Null,Urban,22,654,0.033639144,1
Ardabil,Ardabil,Unknow,Null,Urban,6,654,0.009174312,1
Ardabil,Ardabil,Yes,No,Itinerant,2,654,0.003058104,1
Ardabil,Ardabil,Yes,No,Nomadic,2,654,0.003058104,1
Ardabil,Ardabil,Yes,No,Null,2,654,0.003058104,1
Ardabil,Ardabil,Yes,No,Rural,73,654,0.111620795,1
Ardabil,Ardabil,Yes,No,Urban,3,654,0.004587156,1
Ardabil,Ardabil,Yes,Null,Itinerant,7,654,0.010703364,1
Ardabil,Ardabil,Yes,Null,Null,2,654,0.003058104,1
Ardabil,Ardabil,Yes,Null,Rural,61,654,0.093272171,1
Ardabil,Ardabil,Yes,Null,Urban,54,654,0.082568807,1
Ardabil,Ardabil,Yes,Yes,Itinerant,1,654,0.001529052,1
Ardabil,Ardabil,Yes,Yes,Rural,30,654,0.04587156,1
Ardabil,Ardabil,Yes,Yes,Urban,2,654,0.003058104,1
Ardal,Chaharmahal and Bakhtiari,No,No,Urban,2,34,0.058823529,3
Ardal,Chaharmahal and Bakhtiari,Null,Null,Urban,1,34,0.029411765,3
Ardal,Chaharmahal and Bakhtiari,Yes,No,Rural,2,34,0.058823529,3
Ardal,Chaharmahal and Bakhtiari,Yes,No,Urban,3,34,0.088235294,3
Ardal,Chaharmahal and Bakhtiari,Yes,Null,Rural,9,34,0.264705882,3
Ardal,Chaharmahal and Bakhtiari,Yes,Null,Urban,5,34,0.147058824,3
Ardal,Chaharmahal and Bakhtiari,Yes,Yes,Rural,9,34,0.264705882,3
Ardal,Chaharmahal and Bakhtiari,Yes,Yes,Urban,3,34,0.088235294,3
Ardekan,Yazd,No,No,Rural,1,77,0.012987013,4
Ardekan,Yazd,No,No,Urban,14,77,0.181818182,4
Ardekan,Yazd,No,Null,Urban,36,77,0.467532468,4
Ardekan,Yazd,No,Yes,Urban,1,77,0.012987013,4
Ardekan,Yazd,Yes,No,Urban,3,77,0.038961039,4
Ardekan,Yazd,Yes,Null,Urban,20,77,0.25974026,4
Ardekan,Yazd,Yes,Yes,Urban,2,77,0.025974026,4
Ardestan,Isfahan,No,No,Rural,1,51,0.019607843,5
Ardestan,Isfahan,No,No,Urban,2,51,0.039215686,5
Ardestan,Isfahan,No,Null,Rural,3,51,0.058823529,5
Ardestan,Isfahan,No,Null,Urban,8,51,0.156862745,5
Ardestan,Isfahan,Null,Null,Urban,4,51,0.078431373,5
Ardestan,Isfahan,Yes,No,Rural,13,51,0.254901961,5
Ardestan,Isfahan,Yes,No,Urban,8,51,0.156862745,5
Ardestan,Isfahan,Yes,Null,Rural,1,51,0.019607843,5
Ardestan,Isfahan,Yes,Null,Urban,4,51,0.078431373,5
Ardestan,Isfahan,Yes,Yes,Rural,3,51,0.058823529,5
Ardestan,Isfahan,Yes,Yes,Urban,4,51,0.078431373,5
Arsanjan,Fars,No,Null,Rural,4,46,0.086956522,4
Arsanjan,Fars,No,Null,Urban,1,46,0.02173913,4
Arsanjan,Fars,Null,Null,Nomadic,1,46,0.02173913,4
Arsanjan,Fars,Null,Null,Rural,1,46,0.02173913,4
Arsanjan,Fars,Unknow,Null,Rural,1,46,0.02173913,4
Arsanjan,Fars,Yes,No,Rural,2,46,0.043478261,4
Arsanjan,Fars,Yes,Null,Nomadic,3,46,0.065217391,4
Arsanjan,Fars,Yes,Null,Rural,10,46,0.217391304,4
Arsanjan,Fars,Yes,Null,Urban,1,46,0.02173913,4
Arsanjan,Fars,Yes,Yes,Rural,20,46,0.434782609,4
Arsanjan,Fars,Yes,Yes,Urban,2,46,0.043478261,4
Arzuiyeh,Kerman,No,No,Rural,8,129,0.062015504,1
Arzuiyeh,Kerman,No,No,Urban,6,129,0.046511628,1
Arzuiyeh,Kerman,No,Null,Rural,4,129,0.031007752,1
Arzuiyeh,Kerman,No,Null,Urban,1,129,0.007751938,1
Arzuiyeh,Kerman,No,Yes,Rural,1,129,0.007751938,1
Arzuiyeh,Kerman,Unknow,Null,Rural,1,129,0.007751938,1
Arzuiyeh,Kerman,Unknow,Null,Urban,1,129,0.007751938,1
Arzuiyeh,Kerman,Yes,No,Itinerant,1,129,0.007751938,1
Arzuiyeh,Kerman,Yes,No,Nomadic,1,129,0.007751938,1
Arzuiyeh,Kerman,Yes,No,Rural,32,129,0.248062016,1
Arzuiyeh,Kerman,Yes,No,Urban,4,129,0.031007752,1
Arzuiyeh,Kerman,Yes,Null,Rural,10,129,0.07751938,1
Arzuiyeh,Kerman,Yes,Null,Urban,2,129,0.015503876,1
Arzuiyeh,Kerman,Yes,Yes,Itinerant,1,129,0.007751938,1
Arzuiyeh,Kerman,Yes,Yes,Rural,49,129,0.379844961,1
Arzuiyeh,Kerman,Yes,Yes,Urban,7,129,0.054263566,1
Asadabad,Hamadan,No,No,Rural,17,303,0.056105611,1
Asadabad,Hamadan,No,No,Urban,13,303,0.04290429,1
Asadabad,Hamadan,No,Null,Rural,12,303,0.03960396,1
Asadabad,Hamadan,No,Null,Urban,1,303,0.00330033,1
Asadabad,Hamadan,No,Yes,Rural,1,303,0.00330033,1
Asadabad,Hamadan,Null,Null,Nomadic,4,303,0.01320132,1
Asadabad,Hamadan,Null,Null,Null,3,303,0.00990099,1
Asadabad,Hamadan,Null,Null,Rural,1,303,0.00330033,1
Asadabad,Hamadan,Null,Null,Urban,3,303,0.00990099,1
Asadabad,Hamadan,Yes,No,Rural,29,303,0.095709571,1
Asadabad,Hamadan,Yes,No,Urban,4,303,0.01320132,1
Asadabad,Hamadan,Yes,Null,Rural,14,303,0.04620462,1
Asadabad,Hamadan,Yes,Null,Urban,3,303,0.00990099,1
Asadabad,Hamadan,Yes,Yes,Nomadic,3,303,0.00990099,1
Asadabad,Hamadan,Yes,Yes,Rural,182,303,0.600660066,1
Asadabad,Hamadan,Yes,Yes,Urban,13,303,0.04290429,1
Ashtian,Markazi,No,No,Urban,2,47,0.042553191,3
Ashtian,Markazi,Yes,No,Rural,7,47,0.14893617,3
Ashtian,Markazi,Yes,No,Urban,1,47,0.021276596,3
Ashtian,Markazi,Yes,Null,Rural,10,47,0.212765957,3
Ashtian,Markazi,Yes,Null,Urban,5,47,0.106382979,3
Ashtian,Markazi,Yes,Yes,Rural,17,47,0.361702128,3
Ashtian,Markazi,Yes,Yes,Urban,5,47,0.106382979,3
Astane-ye-Ashrafiyeh,Gilan,No,Null,Rural,1,3,0.333333333,3
Astane-ye-Ashrafiyeh,Gilan,Null,Null,Urban,1,3,0.333333333,3
Astane-ye-Ashrafiyeh,Gilan,Yes,Null,Rural,1,3,0.333333333,3
Astara,Gilan,No,No,Urban,1,3,0.333333333,3
Astara,Gilan,Yes,Yes,Rural,1,3,0.333333333,3
Astara,Gilan,Yes,Yes,Urban,1,3,0.333333333,3
Avaj,Qazvin,No,No,Rural,10,350,0.028571429,2
Avaj,Qazvin,No,No,Urban,4,350,0.011428571,2
Avaj,Qazvin,No,Null,Rural,3,350,0.008571429,2
Avaj,Qazvin,No,Null,Urban,1,350,0.002857143,2
Avaj,Qazvin,No,Yes,Rural,2,350,0.005714286,2
Avaj,Qazvin,Null,Null,Rural,11,350,0.031428571,2
Avaj,Qazvin,Null,Null,Urban,5,350,0.014285714,2
Avaj,Qazvin,Null,Yes,Rural,2,350,0.005714286,2
Avaj,Qazvin,Yes,No,Rural,98,350,0.28,2
Avaj,Qazvin,Yes,No,Urban,11,350,0.031428571,2
Avaj,Qazvin,Yes,Null,Rural,73,350,0.208571429,2
Avaj,Qazvin,Yes,Null,Urban,2,350,0.005714286,2
Avaj,Qazvin,Yes,Yes,Rural,115,350,0.328571429,2
Avaj,Qazvin,Yes,Yes,Urban,13,350,0.037142857,2
Azadshahr,Golestan,No,No,Rural,1,102,0.009803922,1
Azadshahr,Golestan,No,Null,Rural,4,102,0.039215686,1
Azadshahr,Golestan,No,Null,Urban,6,102,0.058823529,1
Azadshahr,Golestan,No,Yes,Urban,1,102,0.009803922,1
Azadshahr,Golestan,Unknow,Null,Urban,1,102,0.009803922,1
Azadshahr,Golestan,Yes,No,Rural,12,102,0.117647059,1
Azadshahr,Golestan,Yes,No,Urban,7,102,0.068627451,1
Azadshahr,Golestan,Yes,Null,Rural,37,102,0.362745098,1
Azadshahr,Golestan,Yes,Null,Urban,9,102,0.088235294,1
Azadshahr,Golestan,Yes,Yes,Rural,21,102,0.205882353,1
Azadshahr,Golestan,Yes,Yes,Urban,3,102,0.029411765,1
Azarshahr,East Azerbaijan,No,No,Urban,1,45,0.022222222,2
Azarshahr,East Azerbaijan,No,Null,Rural,1,45,0.022222222,2
