county_en,province_en,Livestock_int_hist,Livestock_vac_hist,Pop_setting,count,county_count,inf_rate,ses
Charam,Kohgiluyeh and Boyer-Ahmad,Yes,Yes,Rural,25,50,0.5,1
Charuymaq,East Azerbaijan,No,Null,Rural,2,359,0.005571031,2
Charuymaq,East Azerbaijan,No,Null,Urban,3,359,0.008356546,2
Charuymaq,East Azerbaijan,No,Yes,Rural,1,359,0.002785515,2
Charuymaq,East Azerbaijan,Null,Null,Itinerant,10,359,0.027855153,2
Charuymaq,East Azerbaijan,Null,Null,Rural,12,359,0.033426184,2
Charuymaq,East Azerbaijan,Null,Null,Urban,4,359,0.011142061,2
Charuymaq,East Azerbaijan,Null,Yes,Rural,1,359,0.002785515,2
Charuymaq,East Azerbaijan,Yes,No,Itinerant,1,359,0.002785515,2
Charuymaq,East Azerbaijan,Yes,No,Rural,6,359,0.016713092,2
Charuymaq,East Azerbaijan,Yes,Null,Itinerant,78,359,0.217270195,2
Charuymaq,East Azerbaijan,Yes,Null,Rural,170,359,0.473537604,2
Charuymaq,East Azerbaijan,Yes,Null,Urban,1,359,0.002785515,2
Charuymaq,East Azerbaijan,Yes,Yes,Itinerant,8,359,0.022284123,2
Charuymaq,East Azerbaijan,Yes,Yes,Rural,62,359,0.17270195,2
Chaypareh,West Azerbaijan,No,No,Rural,11,172,0.063953488,2
Chaypareh,West Azerbaijan,No,No,Urban,12,172,0.069767442,2
Chaypareh,West Azerbaijan,No,Null,Rural,15,172,0.087209302,2
Chaypareh,West Azerbaijan,No,Null,Urban,11,172,0.063953488,2
Chaypareh,West Azerbaijan,Null,Null,Rural,1,172,0.005813953,2
Chaypareh,West Azerbaijan,Unknow,Null,Rural,1,172,0.005813953,2
Chaypareh,West Azerbaijan,Yes,No,Rural,16,172,0.093023256,2
Chaypareh,West Azerbaijan,Yes,No,Urban,7,172,0.040697674,2
Chaypareh,West Azerbaijan,Yes,Null,Rural,42,172,0.244186047,2
Chaypareh,West Azerbaijan,Yes,Null,Urban,2,172,0.011627907,2
Chaypareh,West Azerbaijan,Yes,Yes,Rural,52,172,0.302325581,2
Chaypareh,West Azerbaijan,Yes,Yes,Urban,2,172,0.011627907,2
Chenaran,Razavi Khorasan,No,Null,Rural,4,100,0.04,2
Chenaran,Razavi Khorasan,No,Null,Urban,6,100,0.06,2
Chenaran,Razavi Khorasan,Unknow,Null,Rural,2,100,0.02,2
Chenaran,Razavi Khorasan,Unknow,Null,Urban,1,100,0.01,2
Chenaran,Razavi Khorasan,Yes,No,Rural,1,100,0.01,2
Chenaran,Razavi Khorasan,Yes,No,Urban,3,100,0.03,2
Chenaran,Razavi Khorasan,Yes,Null,Itinerant,1,100,0.01,2
Chenaran,Razavi Khorasan,Yes,Null,Nomadic,1,100,0.01,2
Chenaran,Razavi Khorasan,Yes,Null,Rural,65,100,0.65,2
Chenaran,Razavi Khorasan,Yes,Null,Urban,9,100,0.09,2
Chenaran,Razavi Khorasan,Yes,Yes,Rural,7,100,0.07,2
Dalaho,Kermanshah,No,No,Rural,4,304,0.013157895,1
Dalaho,Kermanshah,No,No,Urban,4,304,0.013157895,1
Dalaho,Kermanshah,No,Null,Rural,4,304,0.013157895,1
Dalaho,Kermanshah,No,Null,Urban,10,304,0.032894737,1
Dalaho,Kermanshah,Unknow,No,Rural,1,304,0.003289474,1
Dalaho,Kermanshah,Unknow,Null,Rural,1,304,0.003289474,1
Dalaho,Kermanshah,Yes,No,Nomadic,21,304,0.069078947,1
Dalaho,Kermanshah,Yes,No,Rural,66,304,0.217105263,1
Dalaho,Kermanshah,Yes,No,Urban,6,304,0.019736842,1
Dalaho,Kermanshah,Yes,Null,Nomadic,14,304,0.046052632,1
Dalaho,Kermanshah,Yes,Null,Rural,26,304,0.085526316,1
Dalaho,Kermanshah,Yes,Null,Urban,5,304,0.016447368,1
Dalaho,Kermanshah,Yes,Yes,Itinerant,1,304,0.003289474,1
Dalaho,Kermanshah,Yes,Yes,Nomadic,25,304,0.082236842,1
Dalaho,Kermanshah,Yes,Yes,Rural,112,304,0.368421053,1
Dalaho,Kermanshah,Yes,Yes,Urban,4,304,0.013157895,1
Dalgan,Sistan and Baluchestan,No,Null,Urban,1,62,0.016129032,1
Dalgan,Sistan and Baluchestan,Null,Null,Rural,2,62,0.032258065,1
Dalgan,Sistan and Baluchestan,Yes,No,Itinerant,2,62,0.032258065,1
Dalgan,Sistan and Baluchestan,Yes,No,Rural,32,62,0.516129032,1
Dalgan,Sistan and Baluchestan,Yes,No,Urban,1,62,0.016129032,1
Dalgan,Sistan and Baluchestan,Yes,Null,Itinerant,1,62,0.016129032,1
Dalgan,Sistan and Baluchestan,Yes,Null,Rural,14,62,0.225806452,1
Dalgan,Sistan and Baluchestan,Yes,Null,Urban,6,62,0.096774194,1
Dalgan,Sistan and Baluchestan,Yes,Yes,Rural,3,62,0.048387097,1
Damavand,Tehran,No,No,Urban,1,30,0.033333333,5
Damavand,Tehran,No,Null,Urban,10,30,0.333333333,5
Damavand,Tehran,Null,Null,Urban,1,30,0.033333333,5
Damavand,Tehran,Yes,No,Rural,2,30,0.066666667,5
Damavand,Tehran,Yes,Null,Rural,5,30,0.166666667,5
Damavand,Tehran,Yes,Null,Urban,7,30,0.233333333,5
Damavand,Tehran,Yes,Yes,Rural,3,30,0.1,5
Damavand,Tehran,Yes,Yes,Urban,1,30,0.033333333,5
Damghan,Semnan,No,No,Rural,1,30,0.033333333,2
Damghan,Semnan,No,No,Urban,1,30,0.033333333,2
Damghan,Semnan,No,Null,Rural,1,30,0.033333333,2
Damghan,Semnan,No,Null,Urban,3,30,0.1,2
Damghan,Semnan,Yes,No,Urban,3,30,0.1,2
Damghan,Semnan,Yes,Null,Rural,3,30,0.1,2
Damghan,Semnan,Yes,Null,Urban,10,30,0.333333333,2
Damghan,Semnan,Yes,Yes,Rural,1,30,0.033333333,2
Damghan,Semnan,Yes,Yes,Urban,7,30,0.233333333,2
Darab,Fars,No,No,Rural,1,76,0.013157895,4
Darab,Fars,No,Null,Nomadic,1,76,0.013157895,4
Darab,Fars,No,Null,Rural,5,76,0.065789474,4
Darab,Fars,No,Null,Urban,4,76,0.052631579,4
Darab,Fars,Null,Null,Rural,1,76,0.013157895,4
Darab,Fars,Yes,No,Nomadic,1,76,0.013157895,4
Darab,Fars,Yes,No,Rural,18,76,0.236842105,4
Darab,Fars,Yes,No,Urban,2,76,0.026315789,4
Darab,Fars,Yes,Null,Nomadic,5,76,0.065789474,4
Darab,Fars,Yes,Null,Rural,19,76,0.25,4
Darab,Fars,Yes,Null,Urban,4,76,0.052631579,4
Darab,Fars,Yes,Yes,Nomadic,1,76,0.013157895,4
Darab,Fars,Yes,Yes,Rural,13,76,0.171052632,4
Darab,Fars,Yes,Yes,Urban,1,76,0.013157895,4
Dargaz,Razavi Khorasan,No,Null,Rural,1,142,0.007042254,2
Dargaz,Razavi Khorasan,No,Null,Urban,2,142,0.014084507,2
Dargaz,Razavi Khorasan,Null,Null,Urban,1,142,0.007042254,2
Dargaz,Razavi Khorasan,Yes,No,Rural,4,142,0.028169014,2
Dargaz,Razavi Khorasan,Yes,No,Urban,3,142,0.021126761,2
Dargaz,Razavi Khorasan,Yes,Null,Itinerant,2,142,0.014084507,2
Dargaz,Razavi Khorasan,Yes,Null,Rural,18,142,0.126760563,2
Dargaz,Razavi Khorasan,Yes,Null,Urban,5,142,0.035211268,2
Dargaz,Razavi Khorasan,Yes,Yes,Itinerant,3,142,0.021126761,2
Dargaz,Razavi Khorasan,Yes,Yes,Nomadic,4,142,0.028169014,2
Dargaz,Razavi Khorasan,Yes,Yes,Rural,85,142,0.598591549,2
Dargaz,Razavi Khorasan,Yes,Yes,Urban,14,142,0.098591549,2
Darmian,South Khorasan,Yes,No,Itinerant,1,8,0.125,1
Darmian,South Khorasan,Yes,No,Rural,1,8,0.125,1
Darmian,South Khorasan,Yes,Null,Rural,2,8,0.25,1
Darmian,South Khorasan,Yes,Yes,Urban,4,8,0.5,1
Darreh Shahr,Ilam,No,Null,Rural,1,14,0.071428571,1
Darreh Shahr,Ilam,Yes,No,Rural,1,14,0.071428571,1
Darreh Shahr,Ilam,Yes,Null,Rural,2,14,0.142857143,1
Darreh Shahr,Ilam,Yes,Yes,Rural,8,14,0.571428571,1
Darreh Shahr,Ilam,Yes,Yes,Urban,2,14,0.142857143,1
Dasht-e-Azadegan,Khuzestan,No,Null,Rural,1,9,0.111111111,1
Dasht-e-Azadegan,Khuzestan,No,Null,Urban,1,9,0.111111111,1
Dasht-e-Azadegan,Khuzestan,Yes,Null,Rural,1,9,0.111111111,1
Dasht-e-Azadegan,Khuzestan,Yes,Yes,Rural,3,9,0.333333333,1
Dasht-e-Azadegan,Khuzestan,Yes,Yes,Urban,3,9,0.333333333,1
Dashtestan,Bushehr,No,Null,Rural,3,39,0.076923077,4
Dashtestan,Bushehr,No,Null,Urban,4,39,0.102564103,4
Dashtestan,Bushehr,Yes,No,Rural,3,39,0.076923077,4
Dashtestan,Bushehr,Yes,No,Urban,1,39,0.025641026,4
Dashtestan,Bushehr,Yes,Null,Nomadic,1,39,0.025641026,4
Dashtestan,Bushehr,Yes,Null,Rural,2,39,0.051282051,4
Dashtestan,Bushehr,Yes,Null,Urban,1,39,0.025641026,4
Dashtestan,Bushehr,Yes,Yes,Nomadic,2,39,0.051282051,4
Dashtestan,Bushehr,Yes,Yes,Rural,17,39,0.435897436,4
Dashtestan,Bushehr,Yes,Yes,Urban,5,39,0.128205128,4
Dashti,Bushehr,No,Yes,Rural,1,15,0.066666667,4
Dashti,Bushehr,Yes,Null,Nomadic,2,15,0.133333333,4
Dashti,Bushehr,Yes,Yes,Nomadic,3,15,0.2,4
Dashti,Bushehr,Yes,Yes,Rural,8,15,0.533333333,4
Dashti,Bushehr,Yes,Yes,Urban,1,15,0.066666667,4
Davarzan,Razavi Khorasan,No,Null,Rural,1,26,0.038461538,2
Davarzan,Razavi Khorasan,Null,Null,Rural,3,26,0.115384615,2
Davarzan,Razavi Khorasan,Yes,No,Rural,1,26,0.038461538,2
Davarzan,Razavi Khorasan,Yes,Null,Itinerant,1,26,0.038461538,2
Davarzan,Razavi Khorasan,Yes,Null,Rural,14,26,0.538461538,2
Davarzan,Razavi Khorasan,Yes,Null,Urban,1,26,0.038461538,2
Davarzan,Razavi Khorasan,Yes,Yes,Itinerant,1,26,0.038461538,2
Davarzan,Razavi Khorasan,Yes,Yes,Rural,3,26,0.115384615,2
Davarzan,Razavi Khorasan,Yes,Yes,Urban,1,26,0.038461538,2
Dayyer,Bushehr,Null,Null,Urban,1,8,0.125,4
Dayyer,Bushehr,Yes,No,Urban,1,8,0.125,4
Dayyer,Bushehr,Yes,Null,Nomadic,3,8,0.375,4
Dayyer,Bushehr,Yes,Null,Urban,2,8,0.25,4
Dayyer,Bushehr,Yes,Yes,Nomadic,1,8,0.125,4
Dehaghan,Isfahan,No,No,Rural,2,74,0.027027027,5
Dehaghan,Isfahan,No,Null,Rural,11,74,0.148648649,5
Dehaghan,Isfahan,No,Null,Urban,9,74,0.121621622,5
Dehaghan,Isfahan,No,Yes,Urban,1,74,0.013513514,5
Dehaghan,Isfahan,Null,Null,Rural,2,74,0.027027027,5
Dehaghan,Isfahan,Null,Null,Urban,1,74,0.013513514,5
Dehaghan,Isfahan,Yes,No,Nomadic,1,74,0.013513514,5
Dehaghan,Isfahan,Yes,No,Rural,7,74,0.094594595,5
Dehaghan,Isfahan,Yes,No,Urban,5,74,0.067567568,5
Dehaghan,Isfahan,Yes,Null,Nomadic,1,74,0.013513514,5
Dehaghan,Isfahan,Yes,Null,Rural,7,74,0.094594595,5
Dehaghan,Isfahan,Yes,Null,Urban,10,74,0.135135135,5
Dehaghan,Isfahan,Yes,Yes,Rural,10,74,0.135135135,5
Dehaghan,Isfahan,Yes,Yes,Urban,7,74,0.094594595,5
Dehgolan,Kurdistan,No,No,Rural,12,272,0.044117647,1
Dehgolan,Kurdistan,No,No,Urban,7,272,0.025735294,1
Dehgolan,Kurdistan,No,Null,Rural,12,272,0.044117647,1
Dehgolan,Kurdistan,No,Null,Urban,2,272,0.007352941,1
Dehgolan,Kurdistan,No,Yes,Rural,2,272,0.007352941,1
Dehgolan,Kurdistan,Yes,No,Rural,85,272,0.3125,1
Dehgolan,Kurdistan,Yes,No,Urban,2,272,0.007352941,1
Dehgolan,Kurdistan,Yes,Null,Rural,30,272,0.110294118,1
Dehgolan,Kurdistan,Yes,Yes,Rural,120,272,0.441176471,1
Dehloran,Ilam,No,No,Rural,1,129,0.007751938,1
Dehloran,Ilam,No,No,Urban,5,129,0.03875969,1
Dehloran,Ilam,No,Null,Rural,1,129,0.007751938,1
Dehloran,Ilam,No,Null,Urban,2,129,0.015503876,1
Dehloran,Ilam,Null,Null,Rural,1,129,0.007751938,1
Dehloran,Ilam,Null,Null,Urban,3,129,0.023255814,1
Dehloran,Ilam,Null,Yes,Rural,1,129,0.007751938,1
Dehloran,Ilam,Yes,No,Nomadic,3,129,0.023255814,1
Dehloran,Ilam,Yes,No,Rural,9,129,0.069767442,1
Dehloran,Ilam,Yes,No,Urban,4,129,0.031007752,1
Dehloran,Ilam,Yes,Null,Nomadic,8,129,0.062015504,1
Dehloran,Ilam,Yes,Null,Rural,36,129,0.279069767,1
Dehloran,Ilam,Yes,Null,Urban,9,129,0.069767442,1
Dehloran,Ilam,Yes,Yes,Itinerant,2,129,0.015503876,1
Dehloran,Ilam,Yes,Yes,Nomadic,11,129,0.085271318,1
Dehloran,Ilam,Yes,Yes,Rural,22,129,0.170542636,1
Dehloran,Ilam,Yes,Yes,Urban,11,129,0.085271318,1
Delijan,Markazi,No,No,Urban,3,94,0.031914894,3
Delijan,Markazi,No,Null,Rural,3,94,0.031914894,3
Delijan,Markazi,No,Null,Urban,17,94,0.180851064,3
Delijan,Markazi,No,Yes,Urban,5,94,0.053191489,3
Delijan,Markazi,Null,Null,Rural,1,94,0.010638298,3
Delijan,Markazi,Null,Null,Urban,1,94,0.010638298,3
Delijan,Markazi,Unknow,Null,Urban,1,94,0.010638298,3
Delijan,Markazi,Yes,No,Rural,2,94,0.021276596,3
Delijan,Markazi,Yes,No,Urban,1,94,0.010638298,3
Delijan,Markazi,Yes,Null,Rural,8,94,0.085106383,3
Delijan,Markazi,Yes,Null,Urban,18,94,0.191489362,3
Delijan,Markazi,Yes,Yes,Rural,28,94,0.29787234,3
Delijan,Markazi,Yes,Yes,Urban,6,94,0.063829787,3
Dena,Kohgiluyeh and Boyer-Ahmad,No,Null,Rural,1,16,0.0625,1
Dena,Kohgiluyeh and Boyer-Ahmad,Yes,No,Rural,5,16,0.3125,1
Dena,Kohgiluyeh and Boyer-Ahmad,Yes,Null,Rural,8,16,0.5,1
Dena,Kohgiluyeh and Boyer-Ahmad,Yes,Yes,Rural,2,16,0.125,1
Deylam,Bushehr,No,No,Urban,1,22,0.045454545,4
Deylam,Bushehr,No,Null,Urban,1,22,0.045454545,4
Deylam,Bushehr,Yes,No,Rural,2,22,0.090909091,4
Deylam,Bushehr,Yes,No,Urban,1,22,0.045454545,4
Deylam,Bushehr,Yes,Null,Rural,8,22,0.363636364,4
Deylam,Bushehr,Yes,Yes,Rural,9,22,0.409090909,4
Dezful,Khuzestan,No,No,Rural,7,253,0.027667984,1
Dezful,Khuzestan,No,No,Urban,18,253,0.071146245,1
Dezful,Khuzestan,No,Null,Rural,5,253,0.019762846,1
Dezful,Khuzestan,No,Null,Urban,6,253,0.023715415,1
Dezful,Khuzestan,No,Yes,Rural,1,253,0.003952569,1
Dezful,Khuzestan,No,Yes,Urban,1,253,0.003952569,1
Dezful,Khuzestan,Null,Null,Rural,3,253,0.011857708,1
Dezful,Khuzestan,Null,Null,Urban,4,253,0.015810277,1
Dezful,Khuzestan,Unknow,No,Rural,1,253,0.003952569,1
Dezful,Khuzestan,Yes,No,Nomadic,9,253,0.035573123,1
Dezful,Khuzestan,Yes,No,Rural,61,253,0.241106719,1
Dezful,Khuzestan,Yes,No,Urban,14,253,0.055335968,1
Dezful,Khuzestan,Yes,Null,Nomadic,2,253,0.007905138,1
Dezful,Khuzestan,Yes,Null,Rural,36,253,0.14229249,1
Dezful,Khuzestan,Yes,Null,Urban,12,253,0.04743083,1
Dezful,Khuzestan,Yes,Yes,Nomadic,5,253,0.019762846,1
Dezful,Khuzestan,Yes,Yes,Rural,56,253,0.221343874,1
Dezful,Khuzestan,Yes,Yes,Urban,12,253,0.04743083,1
Divandarreh,Kurdistan,No,No,Rural,6,509,0.011787819,1
Divandarreh,Kurdistan,No,No,Urban,2,509,0.003929273,1
Divandarreh,Kurdistan,No,Null,Rural,6,509,0.011787819,1
Divandarreh,Kurdistan,No,Null,Urban,2,509,0.003929273,1
Divandarreh,Kurdistan,No,Yes,Rural,1,509,0.001964637,1
Divandarreh,Kurdistan,Null,Null,Rural,2,509,0.003929273,1
Divandarreh,Kurdistan,Null,Yes,Rural,1,509,0.001964637,1
Divandarreh,Kurdistan,Unknow,No,Rural,3,509,0.00589391,1
Divandarreh,Kurdistan,Unknow,Null,Rural,4,509,0.007858546,1
Divandarreh,Kurdistan,Unknow,Null,Urban,4,509,0.007858546,1
Divandarreh,Kurdistan,Yes,No,Itinerant,1,509,0.001964637,1
Divandarreh,Kurdistan,Yes,No,Rural,145,509,0.284872299,1
Divandarreh,Kurdistan,Yes,No,Urban,4,509,0.007858546,1
Divandarreh,Kurdistan,Yes,Null,Rural,72,509,0.141453831,1
Divandarreh,Kurdistan,Yes,Null,Urban,1,509,0.001964637,1
Divandarreh,Kurdistan,Yes,Yes,Rural,250,509,0.491159136,1
Divandarreh,Kurdistan,Yes,Yes,Urban,5,509,0.009823183,1
Dorud,Lorestan,No,No,Nomadic,1,772,0.001295337,1
Dorud,Lorestan,No,No,Rural,44,772,0.056994819,1
Dorud,Lorestan,No,No,Urban,9,772,0.011658031,1
Dorud,Lorestan,No,Null,Rural,4,772,0.005181347,1
Dorud,Lorestan,No,Null,Urban,1,772,0.001295337,1
Dorud,Lorestan,No,Yes,Rural,2,772,0.002590674,1
Dorud,Lorestan,Null,No,Rural,2,772,0.002590674,1
Dorud,Lorestan,Null,Null,Nomadic,34,772,0.044041451,1
Dorud,Lorestan,Null,Null,Null,3,772,0.00388601,1
Dorud,Lorestan,Null,Null,Rural,53,772,0.06865285,1
Dorud,Lorestan,Null,Null,Urban,76,772,0.098445596,1
Dorud,Lorestan,Unknow,No,Rural,1,772,0.001295337,1
Dorud,Lorestan,Yes,No,Itinerant,1,772,0.001295337,1
Dorud,Lorestan,Yes,No,Nomadic,26,772,0.033678756,1
Dorud,Lorestan,Yes,No,Rural,391,772,0.506476684,1
Dorud,Lorestan,Yes,No,Urban,13,772,0.016839378,1
Dorud,Lorestan,Yes,Null,Nomadic,1,772,0.001295337,1
Dorud,Lorestan,Yes,Null,Rural,23,772,0.029792746,1
Dorud,Lorestan,Yes,Null,Urban,3,772,0.00388601,1
Dorud,Lorestan,Yes,Yes,Itinerant,1,772,0.001295337,1
Dorud,Lorestan,Yes,Yes,Rural,80,772,0.103626943,1
Dorud,Lorestan,Yes,Yes,Urban,3,772,0.00388601,1
Doureh,Lorestan,No,No,Rural,5,502,0.009960159,1
Doureh,Lorestan,No,No,Urban,1,502,0.001992032,1
Doureh,Lorestan,No,Null,Rural,16,502,0.03187251,1
Doureh,Lorestan,No,Null,Urban,2,502,0.003984064,1
Doureh,Lorestan,No,Yes,Rural,2,502,0.003984064,1
Doureh,Lorestan,Null,Null,Rural,5,502,0.009960159,1
Doureh,Lorestan,Unknow,Null,Rural,9,502,0.017928287,1
Doureh,Lorestan,Unknow,Null,Urban,2,502,0.003984064,1
Doureh,Lorestan,Yes,No,Nomadic,1,502,0.001992032,1
Doureh,Lorestan,Yes,No,Rural,185,502,0.368525896,1
Doureh,Lorestan,Yes,No,Urban,17,502,0.033864542,1
Doureh,Lorestan,Yes,Null,Itinerant,1,502,0.001992032,1
Doureh,Lorestan,Yes,Null,Rural,91,502,0.1812749,1
Doureh,Lorestan,Yes,Null,Urban,11,502,0.021912351,1
Doureh,Lorestan,Yes,Yes,Itinerant,1,502,0.001992032,1
Doureh,Lorestan,Yes,Yes,Rural,146,502,0.290836653,1
Doureh,Lorestan,Yes,Yes,Urban,7,502,0.013944223,1
Eejrud,Zanjan,No,No,Rural,4,94,0.042553191,2
Eejrud,Zanjan,No,No,Urban,1,94,0.010638298,2
Eejrud,Zanjan,No,Null,Rural,1,94,0.010638298,2
Eejrud,Zanjan,No,Null,Urban,1,94,0.010638298,2
Eejrud,Zanjan,No,Yes,Rural,3,94,0.031914894,2
Eejrud,Zanjan,Yes,No,Rural,10,94,0.106382979,2
Eejrud,Zanjan,Yes,Null,Rural,7,94,0.074468085,2
Eejrud,Zanjan,Yes,Yes,Rural,61,94,0.64893617,2
Eejrud,Zanjan,Yes,Yes,Urban,6,94,0.063829787,2
Eqlid,Fars,No,No,Rural,5,317,0.015772871,4
Eqlid,Fars,No,No,Urban,12,317,0.03785489,4
Eqlid,Fars,No,Null,Rural,16,317,0.050473186,4
Eqlid,Fars,No,Null,Urban,47,317,0.148264984,4
Eqlid,Fars,No,Yes,Nomadic,1,317,0.003154574,4
Eqlid,Fars,No,Yes,Rural,1,317,0.003154574,4
Eqlid,Fars,No,Yes,Urban,2,317,0.006309148,4
Eqlid,Fars,Null,Null,Nomadic,1,317,0.003154574,4
Eqlid,Fars,Null,Null,Rural,1,317,0.003154574,4
Eqlid,Fars,Null,Null,Urban,1,317,0.003154574,4
Eqlid,Fars,Null,Yes,Rural,2,317,0.006309148,4
Eqlid,Fars,Unknow,Null,Urban,1,317,0.003154574,4
Eqlid,Fars,Yes,No,Nomadic,20,317,0.063091483,4
Eqlid,Fars,Yes,No,Rural,38,317,0.119873817,4
Eqlid,Fars,Yes,No,Urban,11,317,0.034700315,4
Eqlid,Fars,Yes,Null,Nomadic,2,317,0.006309148,4
Eqlid,Fars,Yes,Null,Rural,7,317,0.022082019,4
Eqlid,Fars,Yes,Null,Urban,5,317,0.015772871,4
Eqlid,Fars,Yes,Yes,Nomadic,43,317,0.135646688,4
Eqlid,Fars,Yes,Yes,Rural,73,317,0.230283912,4
Eqlid,Fars,Yes,Yes,Urban,28,317,0.088328076,4
Esfarayen,North Khorasan,No,Null,Urban,3,151,0.01986755,1
Esfarayen,North Khorasan,No,Yes,Rural,2,151,0.013245033,1
Esfarayen,North Khorasan,Null,Null,Rural,2,151,0.013245033,1
Esfarayen,North Khorasan,Null,Yes,Rural,1,151,0.006622517,1
Esfarayen,North Khorasan,Yes,No,Rural,7,151,0.046357616,1
Esfarayen,North Khorasan,Yes,Null,Rural,17,151,0.112582781,1
Esfarayen,North Khorasan,Yes,Null,Urban,3,151,0.01986755,1
Esfarayen,North Khorasan,Yes,Yes,Itinerant,1,151,0.006622517,1
Esfarayen,North Khorasan,Yes,Yes,Nomadic,6,151,0.039735099,1
Esfarayen,North Khorasan,Yes,Yes,Rural,108,151,0.715231788,1
Esfarayen,North Khorasan,Yes,Yes,Urban,1,151,0.006622517,1
Eshtehard,Alborz,Null,Null,Urban,1,5,0.2,3
Eshtehard,Alborz,Yes,Null,Rural,3,5,0.6,3
Eshtehard,Alborz,Yes,Null,Urban,1,5,0.2,3
Estahban,Fars,No,No,Rural,5,105,0.047619048,4
Estahban,Fars,No,No,Urban,10,105,0.095238095,4
Estahban,Fars,No,Null,Rural,3,105,0.028571429,4
Estahban,Fars,No,Null,Urban,6,105,0.057142857,4
Estahban,Fars,Yes,No,Itinerant,1,105,0.00952381,4
Estahban,Fars,Yes,No,Rural,30,105,0.285714286,4
Estahban,Fars,Yes,No,Urban,29,105,0.276190476,4
Estahban,Fars,Yes,Null,Rural,3,105,0.028571429,4
Estahban,Fars,Yes,Null,Urban,1,105,0.00952381,4
Estahban,Fars,Yes,Yes,Nomadic,1,105,0.00952381,4
Estahban,Fars,Yes,Yes,Rural,8,105,0.076190476,4
Estahban,Fars,Yes,Yes,Urban,8,105,0.076190476,4
Eyvan,Ilam,No,No,Urban,2,44,0.045454545,1
Eyvan,Ilam,No,Null,Rural,1,44,0.022727273,1
Eyvan,Ilam,No,Null,Urban,3,44,0.068181818,1
Eyvan,Ilam,Yes,No,Nomadic,1,44,0.022727273,1
Eyvan,Ilam,Yes,No,Rural,4,44,0.090909091,1
Eyvan,Ilam,Yes,Null,Rural,5,44,0.113636364,1
Eyvan,Ilam,Yes,Null,Urban,4,44,0.090909091,1
Eyvan,Ilam,Yes,Yes,Nomadic,3,44,0.068181818,1
Eyvan,Ilam,Yes,Yes,Rural,17,44,0.386363636,1
Eyvan,Ilam,Yes,Yes,Urban,4,44,0.090909091,1
Fahraj,Kerman,No,Null,Rural,2,4,0.5,1
Fahraj,Kerman,Null,Null,Urban,1,4,0.25,1
Fahraj,Kerman,Yes,Yes,Rural,1,4,0.25,1
Falavarjan,Isfahan,No,No,Rural,2,108,0.018518519,5
Falavarjan,Isfahan,No,No,Urban,3,108,0.027777778,5
Falavarjan,Isfahan,No,Null,Rural,10,108,0.092592593,5
Falavarjan,Isfahan,No,Null,Urban,12,108,0.111111111,5
Falavarjan,Isfahan,No,Yes,Urban,3,108,0.027777778,5
Falavarjan,Isfahan,Null,No,Urban,1,108,0.009259259,5
Falavarjan,Isfahan,Null,Null,Urban,2,108,0.018518519,5
Falavarjan,Isfahan,Unknow,Null,Rural,1,108,0.009259259,5
Falavarjan,Isfahan,Unknow,Null,Urban,1,108,0.009259259,5
Falavarjan,Isfahan,Yes,No,Urban,5,108,0.046296296,5
Falavarjan,Isfahan,Yes,Null,Rural,19,108,0.175925926,5
Falavarjan,Isfahan,Yes,Null,Urban,19,108,0.175925926,5
Falavarjan,Isfahan,Yes,Yes,Rural,15,108,0.138888889,5
Falavarjan,Isfahan,Yes,Yes,Urban,15,108,0.138888889,5
Famenin,Hamadan,No,No,Rural,5,117,0.042735043,1
Famenin,Hamadan,No,No,Urban,2,117,0.017094017,1
Famenin,Hamadan,No,Null,Rural,6,117,0.051282051,1
Famenin,Hamadan,No,Null,Urban,2,117,0.017094017,1
Famenin,Hamadan,No,Yes,Rural,2,117,0.017094017,1
Famenin,Hamadan,No,Yes,Urban,2,117,0.017094017,1
Famenin,Hamadan,Null,Null,Rural,1,117,0.008547009,1
Famenin,Hamadan,Yes,No,Rural,9,117,0.076923077,1
Famenin,Hamadan,Yes,No,Urban,4,117,0.034188034,1
Famenin,Hamadan,Yes,Yes,Rural,71,117,0.606837607,1
Famenin,Hamadan,Yes,Yes,Urban,13,117,0.111111111,1
Fanouj,Sistan and Baluchestan,No,No,Rural,2,20,0.1,1
Fanouj,Sistan and Baluchestan,No,No,Urban,1,20,0.05,1
Fanouj,Sistan and Baluchestan,No,Null,Rural,2,20,0.1,1
Fanouj,Sistan and Baluchestan,No,Null,Urban,1,20,0.05,1
Fanouj,Sistan and Baluchestan,Yes,No,Rural,7,20,0.35,1
Fanouj,Sistan and Baluchestan,Yes,Null,Rural,6,20,0.3,1
Fanouj,Sistan and Baluchestan,Yes,Null,Urban,1,20,0.05,1
Farahan,Markazi,No,No,Rural,2,200,0.01,3
Farahan,Markazi,No,No,Urban,4,200,0.02,3
Farahan,Markazi,No,Null,Rural,8,200,0.04,3
Farahan,Markazi,No,Null,Urban,6,200,0.03,3
Farahan,Markazi,No,Yes,Rural,2,200,0.01,3
Farahan,Markazi,Null,Null,Rural,1,200,0.005,3
Farahan,Markazi,Yes,No,Rural,27,200,0.135,3
Farahan,Markazi,Yes,No,Urban,3,200,0.015,3
Farahan,Markazi,Yes,Null,Itinerant,1,200,0.005,3
Farahan,Markazi,Yes,Null,Rural,18,200,0.09,3
Farahan,Markazi,Yes,Null,Urban,6,200,0.03,3
